url,language,paragraph
https://en.wikipedia.org/wiki/George_H._W._Bush,en,"George Herbert Walker Bush (June 12, 1924 – November 30, 2018) was the 41 stpresident of the United States, serving from 1989 to 1993. A member of the Republican Party, he also served as the 43 rdvice presidentunder President Ronald Reaganfrom 1981 to 1989 and previously in various otherfederal positions."
https://en.wikipedia.org/wiki/Jimmy_Carter,en,"James Earl Carter Jr.(October 1, 1924 – December 29, 2024) was an American politician and humanitarian who served as the 39 thpresident of the United Statesfrom 1977 to 1981. A member of the Democratic Party, Carter served from 1971 to 1975 as the 76 thgovernor of Georgiaand from 1963 to 1967 in the Georgia State Senate. He is thelongest-lived president in U. S. historyand the only one to reach theage of 100."
https://en.wikipedia.org/wiki/Theodore_Roosevelt,en,"Theodore Roosevelt Jr. (October 27, 1858 – January 6, 1919), also known as Teddyor T. R., was the 26 thpresident of the United States, serving from 1901 to 1909. Roosevelt previously was involved in New Yorkpolitics, including serving as the state's33 rd governorfor two years. He served as the 25 thvice presidentunder President William Mc Kinleyfor six months in 1901, assuming the presidency after Mc Kinley's assassination. As president, Roosevelt emerged as a leader of the Republican Partyand became a driving force foranti-trustand Progressive Erapolicies."
https://en.wikipedia.org/wiki/Woodrow_Wilson,en,"Thomas Woodrow Wilson(December 28, 1856 – February 3, 1924) was the 28 thpresident of the United States, serving from 1913 to 1921. He was the only Democratto serve as president during the Progressive Erawhen Republicansdominated the presidency andlegislative branches. As president, Wilson changed the nation's economic policies and led the United States into World War I. He was the leading architect of the League of Nations, and his stance on foreign policy came to be known as Wilsonianism."
https://en.wikipedia.org/wiki/James_A._Garfield,en,"James Abram Garfield(November 19, 1831 – September 19, 1881) was the 20 thpresident of the United States, serving from March 1881 untilhis deathin September that year after being shot two months earlier. A preacher, lawyer, and Civil Wargeneral, Garfield served nine terms in the United States House of Representativesand is the only sitting member of the House to be elected president. Before his candidacy for the presidency, he had been elected to the U. S. Senateby the Ohio General Assembly—a position he declined when he becamepresident-elect."
https://en.wikipedia.org/wiki/Ulysses_S._Grant,en,"Ulysses S. Grant(born Hiram Ulysses Grant; April 27, 1822 – July 23, 1885) was the 18 thpresident of the United States, serving from 1869 to 1877. In 1865, ascommanding general, Grant led the Union Armyto victory in the American Civil War."
https://en.wikipedia.org/wiki/William_McKinley,en,"William Mc Kinley(January 29, 1843 – September 14, 1901) was the 25 thpresident of the United States, serving from 1897 untilhis assassinationin 1901. A member of the Republican Party, he led a realignment that made Republicanslargely dominant in the industrial states and nationwidefor decades. Mc Kinley successfully led the U. S. in the Spanish–American Warand oversaw a period of American expansionism, with the annexations of Hawaii,Puerto Rico,Guam, the Philippines, and American Samoa."
https://en.wikipedia.org/wiki/Grover_Cleveland,en,"Stephen Grover Cleveland(March 18, 1837 – June 24, 1908) was the 22 nd and 24 thpresident of the United States, serving from 1885 to 1889 and from 1893 to 1897. He was the first U. S. president to serve nonconsecutive terms and the first Democratelected president after the American Civil War."
https://en.wikipedia.org/wiki/Herbert_Hoover,en,"Herbert Clark Hoover(August 10, 1874 – October 20, 1964) was the 31 stpresident of the United States, serving from 1929 to 1933. A wealthy mining engineer before his presidency, Hoover led the wartime Commission for Relief in Belgiumand was the director of the U. S. Food Administration, followed by post-war relief of Europe. As a member of the Republican Party, he served as the third United States secretary of commercefrom 1921 to 1928 before beingelected president in 1928. His presidency was dominated by the Great Depression, and his policies and methods to combat it were seen as lackluster. Amid his unpopularity, he decisively lost reelection to Franklin D. Rooseveltin1932."
https://en.wikipedia.org/wiki/Warren_G._Harding,en,"Warren Gamaliel Harding(November 2, 1865 – August 2, 1923) was the 29 thpresident of the United States, serving from 1921 until his death in 1923. A member of the Republican Party, he was one of the most popular presidents at the time of his death. After his death, a number of scandals were exposed that greatly damaged his reputation."
https://en.wikipedia.org/wiki/Chester_A._Arthur,en,"Chester Alan Arthur(October 5, 1829 – November 18, 1886) was the 21 stpresident of the United States, serving from 1881 to 1885. He was a Republicanfrom New York who previously served as the 20 thvice presidentunder President James A. Garfield. Assuming the presidency after Garfield's assassination, Arthur's administration saw the largest expansion of the U. S. Navy, the end of the so-called ""spoils system"", and the implementation of harsher restrictions for migrants entering from abroad."
https://en.wikipedia.org/wiki/William_Howard_Taft,en,"William Howard Taft(September 15, 1857 – March 8, 1930) was the 27 thpresident of the United Statesfrom 1909 to 1913 and the tenthchief justice of the United Statesfrom 1921 to 1930. He is the only person to have held both offices."
https://en.wikipedia.org/wiki/Benjamin_Harrison,en,"Benjamin Harrison(August 20, 1833 – March 13, 1901) was the 23 rdpresident of the United States, serving from 1889 to 1893. He was a member of the Harrison family of Virginia—a grandson of the ninth president,William Henry Harrison, and a great-grandson of Benjamin Harrison V, a Founding Father. A Union army veteran and a Republican, he defeated incumbent Grover Clevelandto win the presidency in 1888."
https://en.wikipedia.org/wiki/Rutherford_B._Hayes,en,"Rutherford Birchard Hayes(/ˈrʌðərfərd/ⓘ; October 4, 1822 – January 17, 1893) was the 19 thpresident of the United States, serving from 1877 to 1881. Hayes served as Cincinnati's city solicitor from 1858 to 1861 and was known as a staunchabolitionistwho defended refugee slaves in court proceedings. At the start of the Civil War, he left a fledgling political career to join the Union army. He was wounded five times, most seriously at the Battle of South Mountainin 1862. Hayes earned a reputation for bravery in combat, rising in the ranks to serve asbrevetmajor general. After the war, he was a prominent member of the ""Half-Breed"" faction of the Republican Party. He served in Congress from 1865 to 1867 and was elected governor of Ohio, serving two consecutive terms from 1868 to 1872 and half of a third two-year term from 1876 to 1877 before his swearing-in as president."
https://en.wikipedia.org/wiki/Calvin_Coolidge,en,"Calvin Coolidge(born John Calvin Coolidge Jr.; /ˈkuːlɪdʒ/KOOL-ij; July 4, 1872 – January 5, 1933) was the 30 thpresident of the United States, serving from 1923 to 1929. ARepublicanlawyer from Massachusetts, he previously served as the 29 thvice presidentfrom 1921 to 1923, under President Warren G. Harding, and as the 48 thgovernor of Massachusettsfrom 1919 to 1921. Coolidge gained a reputation as asmall-government conservative, with a taciturn personality and dry sense of humor that earned him the nickname ""Silent Cal""."
"https://ru.wikipedia.org/wiki/%D0%9F%D1%83%D1%82%D0%B8%D0%BD,_%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80_%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%B8%D1%87",ru,"Влади́мир Влади́мирович Пу́тин(род.7 октября1952,Ленинград,СССР) —российскийгосударственныйиполитическийдеятель. Действующийпрезидент Российской Федерации, председательГосударственного Совета Российской ФедерациииСовета Безопасности Российской Федерации;Верховный главнокомандующий Вооружёнными силами Российской Федерациис 7 мая 2012 года. Ранее занимал должность президента с 7 мая 2000 по 7 мая 2008 года, также в 1999—2000 и 2008—2012 годах занимал должностьпредседателя правительства Российской Федерации.Де-факторуководит Россией, согласно разным оценкам, с1999 или с2000года ."
"https://ru.wikipedia.org/wiki/%D0%9C%D0%B5%D0%B4%D0%B2%D0%B5%D0%B4%D0%B5%D0%B2,_%D0%94%D0%BC%D0%B8%D1%82%D1%80%D0%B8%D0%B9_%D0%90%D0%BD%D0%B0%D1%82%D0%BE%D0%BB%D1%8C%D0%B5%D0%B2%D0%B8%D1%87",ru,"Дми́трий Анато́льевич Медве́дев(род.14 сентября1965,Ленинград,СССР) —российскийгосударственный иполитический деятель. Первый заместитель председателя Военно-промышленной комиссии Российской Федерации с 26 декабря 2022 года. Заместитель председателяСовета Безопасности Российской Федерациис 16 января 2020 года. Председатель партии «Единая Россия» с 26 мая 2012 года .Президент Российской Федерации(7 мая 2008 — 7 мая 2012).Председатель Правительства Российской Федерации(8 мая 2012 — 15 января 2020) ."
"https://ru.wikipedia.org/wiki/%D0%95%D0%BB%D1%8C%D1%86%D0%B8%D0%BD,_%D0%91%D0%BE%D1%80%D0%B8%D1%81_%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B5%D0%B2%D0%B8%D1%87",ru,"Бори́с Никола́евич Е́льцин(1 февраля1931(1931-02-01),Бутка,Буткинский район,Уральская область,РСФСР,СССР—23 апреля2007,Москва,Россия) —советскийироссийскийпартийный, государственный и политический деятель, первыйПрезидент Российской Федерации(1991—1999)➤; в ноябре 1991 — июне 1992 года одновременно возглавлялправительство России. С марта по май 1992 года исполнял обязанностиминистра обороны Российской Федерации."
https://fr.wikipedia.org/wiki/Fran%C3%A7ois_Hollande,fr,"François Hollande Écouterⓘ, né le12 août 1954àRouen(Seine-Inférieure, aujourd'hui Seine-Maritime), est unhaut fonctionnaireethomme d'Étatfrançais. Il estprésident de la République françaisedu15 mai 2012 au14 mai 2017."
https://fr.wikipedia.org/wiki/Nicolas_Sarkozy,fr,"Nicolas Sarközy de Nagy-Bocsa , dit Nicolas Sarkozy(par prononciation orthographique/ni.kɔ.lasaʁ.kɔ.zi/ Écouterⓘ; originellement Sárközyou Sárközi , prononcé enhongrois« Charkeuzy » , , ), né le28 janvier 1955àParis17 e(Seine), est unhomme d'Étatfrançais. Il estprésident de la République françaisedu16 mai 2007 au15 mai 2012."
https://fr.wikipedia.org/wiki/Fran%C3%A7ois_Mitterrand,fr,"François Mitterrand Écouterⓘ, né le26 octobre 1916àJarnac(Charente) et mort le8 janvier 1996 dans le7 earrondissement de Paris, est unhomme d'Étatfrançais,président de la Républiquedu21 mai 1981 au17 mai 1995."
https://fr.wikipedia.org/wiki/Charles_de_Gaulle,fr,Général de Gaulle
https://fr.wikipedia.org/wiki/Jacques_Chirac,fr,"Jacques Chirac(/ʒakʃiʁak/ Écouterⓘ), né le29 novembre 1932 dans le5 earrondissementde Pariset mort le26 septembre 2019 dans le6 earrondissementde la même ville, est unhomme d'Étatfrançais. Il est Premier ministrede 1974 à 1976 et de 1986 à 1988, puisprésident de la Républiquede 1995 à 2007."
https://fr.wikipedia.org/wiki/Val%C3%A9ry_Giscard_d%27Estaing,fr,"Valéry Giscard d'Estaing Écouterⓘ— communément appelé «Giscard» ou désigné par ses initiales, «VGE» —, né le2 février 1926àCoblence(Allemagne) et mort le2 décembre 2020àAuthon(France), est unhomme d'Étatfrançais,président de la Républiquedu27 mai 1974 au21 mai 1981."
https://fr.wikipedia.org/wiki/Georges_Pompidou,fr,"Georges Pompidou(Écouterⓘ), né le5 juillet 1911àMontboudif(Cantal) etmortle2 avril 1974 dans le4 earrondissement de Paris, est unhaut fonctionnaireethomme d'Étatfrançais. Il est Premier ministredu14 avril 1962 au10 juillet 1968 etprésident de la Républiquedu20 juin 1969 jusqu'à sa mort le 2 avril 1974."
https://fr.wikipedia.org/wiki/Adolphe_Thiers,fr,"Adolphe Thiers, né le15 avril 1797(26 germinalan V) àMarseille(Bouches-du-Rhône) et mort le3 septembre 1877àSaint-Germain-en-Laye(Seine-et-Oise), est unavocat,journaliste,historienethomme d'Étatfrançais."
https://fr.wikipedia.org/wiki/Napol%C3%A9on_III,fr,"Louis-Napoléon Bonaparte, né le20 avril 1808àParis(France) et mort le9 janvier 1873àChislehurst(Royaume-Uni), est unmonarqueethomme d'Étatfrançais. Il est à la fois l'uniqueprésidentde la Deuxième République, le premierchef d'État françaisélu ausuffrage universel masculinle10 décembre 1848, le premierprésident de la République françaiseet, après la proclamation de l'Empirele2 décembre 1852, le derniermonarquedu pays en tant qu'empereur des Françaissous le nom de Napoléon III."
https://fr.wikipedia.org/wiki/Paul_Doumer,fr,"Joseph Athanase Doumer, dit Paul Doumer, né le22 mars 1857àAurillac(Cantal) et mortassassinéle7 mai 1932àParis(Seine), est unhomme d'Étatfrançais. Il estprésident de la Républiquedu13 juin 1931à sa mort."
https://fr.wikipedia.org/wiki/Alain_Poher,fr,"Alain Poher, né le17 avril 1909àAblon-sur-Seine(Seine-et-Oise) et mort le9 décembre 1996àParis16 e, est unhomme d'Étatfrançais. Président du Sénatde 1968 à 1992, il exerce à ce titre les fonctions deprésident de la Républiqueparintérimen 1969 et 1974."
https://fr.wikipedia.org/wiki/Albert_Lebrun,fr,"Albert Lebrun, né le29 août 1871àMercy-le-Haut(alors dans la partie de la Mosellerestée française après letraité de Francfort) et mort le6 mars 1950àParis(alors dans ledépartement de la Seine), est unhomme d'Étatfrançais. Il estprésident de la République françaisedu10 mai 1932 au11 juillet 1940(le dernier de la IIIe République)."
https://fr.wikipedia.org/wiki/Ren%C3%A9_Coty,fr,"René Coty, né le20 mars 1882 au Havreet mort le22 novembre 1962 dans la même ville, est unhomme d'Étatfrançais. Il estprésident de la Républiquedu16 janvier 1954 au8 janvier 1959."
https://fr.wikipedia.org/wiki/Vincent_Auriol,fr,"Vincent Auriol, né le27 août 1884àRevel(Haute-Garonne) et mort le1 erjanvier 1966àParis, est unhomme d'Étatfrançais. Il estprésident de la Républiquedu16 janvier 1947 au16 janvier 1954."
https://fr.wikipedia.org/wiki/Patrice_de_Mac_Mahon,fr,"Certaines informations figurant dans cet article ou cette section devraient être mieux reliées aux sources mentionnées dans les sections « Bibliographie », « Sources » ou « Liens externes »(août 2025)."
https://fr.wikipedia.org/wiki/%C3%89mile_Loubet,fr,"Certaines informations figurant dans cet article ou cette section devraient être mieux reliées aux sources mentionnées dans les sections « Bibliographie », « Sources » ou « Liens externes »(août 2025)."
https://fr.wikipedia.org/wiki/Raymond_Poincar%C3%A9,fr,"Raymond Poincaré, né le20 août 1860àBar-le-Duc(Meuse) et mort le15 octobre 1934àParis, est unavocatethomme d'Étatfrançais. Il est leprésident de la République françaisedu18 février 1913 au18 février 1920."
https://fr.wikipedia.org/wiki/Sadi_Carnot_(homme_d%27%C3%89tat),fr,"Sadi Carnot, né le11 août 1837àLimoges(Haute-Vienne) et mortassassiné le25 juin 1894à Lyon(Rhône), est unhomme d'Étatfrançais,président de la Républiquedu3 décembre 1887à sa mort."
https://fr.wikipedia.org/wiki/Alexandre_Millerand,fr,"Alexandre Millerand, né le10 février 1859àPariset mort le6 avril 1943àVersailles, est unhomme d'Étatfrançais. Il estprésident du Conseildu20 janvierau23 septembre 1920, puisprésident de la Républiquedu23 septembre 1920 au11 juin 1924."
https://fr.wikipedia.org/wiki/Gaston_Doumergue,fr,"Gaston Doumergue, né le1 eraoût 1863àAigues-Vives(Gard) et mort le18 juin 1937 dans la même ville, est unhomme d'Étatfrançais. Il estprésident de la République françaisedu13 juin 1924 au13 juin 1931."
https://fr.wikipedia.org/wiki/F%C3%A9lix_Faure,fr,"Certaines informations figurant dans cet article ou cette section devraient être mieux reliées aux sources mentionnées dans les sections « Bibliographie », « Sources » ou « Liens externes »(août 2025)."
https://fr.wikipedia.org/wiki/Jules_Gr%C3%A9vy,fr,"Jules Grévy, né le15 août 1807àMont-sous-Vaudrey(Jura) et mort le9 septembre 1891 dans la même commune, est unhomme d'Étatfrançais,président de la Républiquedu30 janvier 1879 au2 décembre 1887."
https://fr.wikipedia.org/wiki/Armand_Falli%C3%A8res,fr,"Certaines informations figurant dans cet article ou cette section devraient être mieux reliées aux sources mentionnées dans les sections « Bibliographie », « Sources » ou « Liens externes »(août 2025)."
https://fr.wikipedia.org/wiki/Paul_Deschanel,fr,"Paul Deschanel, né le13 février 1855àSchaerbeek(Belgique) et mort le28 avril 1922àParis(France), est unhomme d'État,journalisteetécrivainfrançais,président de la Républiquedu18 févrierau21 septembre 1920."
https://fr.wikipedia.org/wiki/Georges_Bidault,fr,"Georges Bidault, né le5 octobre 1899àMoulins(Allier) et mort le27 janvier 1983àCambo-les-Bains(Pyrénées-Atlantiques), est unrésistantethomme d'Étatfrançais."
https://fr.wikipedia.org/wiki/Jean_Casimir-Perier,fr,"Certaines informations figurant dans cet article ou cette section devraient être mieux reliées aux sources mentionnées dans les sections « Bibliographie », « Sources » ou « Liens externes »(août 2025)."
https://fr.wikipedia.org/wiki/Charles_Dupuy,fr,"Charles Dupuy, né le5 novembre 1851 au Puy-en-Velay et mort le23 juillet 1923àIlle-sur-Têt, est unhomme d'Étatfrançais. Il occupe à plusieurs reprises la fonction deprésident du Conseilsous la IIIe République, entre 1893 et 1899. Il est également président de la Chambre des députésde 1893 à 1894."
https://fr.wikipedia.org/wiki/Eug%C3%A8ne_Cavaignac,fr,"Louis Eugène Cavaignac, connu aussi sous le nom degénéral Cavaignac, né le15 octobre 1802(23 vendémiairean XI) àPariset mort le28 octobre 1857 dans son château d'Ourne àFlée, est ungénéralethomme d'Étatfrançais."
https://fr.wikipedia.org/wiki/Louis_Jules_Trochu,fr,"Louis Jules Trochu, né au PalaisàBelle-Île-en-Mer(Morbihan) le12 mars 1815 et mort àTours(Indre-et-Loire) le7 octobre 1896, est ungénéral de divisionethomme d'Étatfrançaissous le Second Empire."
https://fr.wikipedia.org/wiki/Fr%C3%A9d%C3%A9ric_Fran%C3%A7ois-Marsal,fr,"Frédéric François-Marsal, né le16 mars 1874àParis8 e(Seine) et mort le20 mai 1958àGisors(Eure) , est un homme d'affaires et unhomme politiquefrançaisde la droite républicaine, dont la carrière politique a culminé avec son bref passage à laprésidence du Conseilen 1924."
https://fr.wikipedia.org/wiki/Emmanuel_Macron,fr,"Emmanuel Macron( Écouterⓘ), né le21 décembre 1977àAmiens(Somme), est unhaut fonctionnaire,banquier d'affairesethomme d'Étatfrançais. Il estprésident de la République françaisedepuis le14 mai 2017."
https://ar.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D8%A7%D9%84%D8%B3%D8%A7%D8%AF%D8%B3_%D8%A8%D9%86_%D8%A7%D9%84%D8%AD%D8%B3%D9%86,ar,مُحمد السادس بن الحسن الثاني العلوي(مواليد 21 أغسطس 1963) هو ملك المملكة المغربية منذ عام 1999 والملك الثالث والعشرون للمغرب منسلالة العلويين الفيلاليين، تولى الحكم خلفًا لوالده الملكالحسن الثانيبعد وفاته، وبويع ملكًا يوم الجمعة 9 ربيع الثاني سنة 1420 هـ الموافق 23 يوليو 1999 بالقصر الملكيبالرباط.
https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D8%AD%D8%B3%D9%86_%D8%A7%D9%84%D8%AB%D8%A7%D9%86%D9%8A_%D8%A8%D9%86_%D9%85%D8%AD%D9%85%D8%AF,ar,الحَسَن الثاني بِنْ مُحمد بِنْ يوسف العَلوي(9 يوليو 1929 – 23 يوليو 1999) هو ثاني ملوكالمملكة المغربيةبعد الإستقلال، والملك الثاني والعشرون للمغرب منسلالة العلويين الفيلاليين، تولى حكم المملكة المغربية خلفًا لوالده الملكمحمد الخامسفي 26 فبراير 1961 وحتى وفاته في 23 يوليو 1999. ينتمي الملك الحسن الثاني إلى السلالة العلوية التي تعود في نسبها إلىالحسن بن علي بن أبي طالب، وتحكم المغرب منذ عام 1666 ميلادية ويلقب الحاكم منهم بأمير المؤمنين.
https://ar.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D8%A7%D9%84%D8%AE%D8%A7%D9%85%D8%B3_%D8%A8%D9%86_%D9%8A%D9%88%D8%B3%D9%81,ar,محمد الخامسبنيوسفبنالحسنبنمحمدبنعبد الرحمنبنهشامبنمحمدبنعبد اللهبنإسماعيلبنالشريف بن عليالعلوي وُلد (1327 هـ/10 أغسطس1909مبالقصر السلطانيبفاس) وتوفي (1381 هـ/26 فبراير1961مبالرباط) خَلَف والده السلطانمولاي يوسفالذي توفي بُكرة يوم الخميس22 جمادى الأولىسنة1346 هـموافق17 نوفمبرسنة1927م فبويع ابنه سيدي محمد سلطانا للمغرب في اليوم الموالي بعد صلاة الجمعة23 جمادى الأولىسنة1346 هـموافق18 نوفمبرسنة1927مفي القصر السلطانيبفاس ولم يزل سلطان المغرب إلى سنة1957م، قضى منها المنفى بين (1953-1955)، ثم اتخذ لقب الملك سنة1957مولم يزل ملكا إلى وفاته سنة1961م، ساند السلطانمحمد الخامسنضالاتالحركة الوطنية المغربيةالمطالبة بتحقيقالاستقلال، الشيء الذي دفعه إلى الاصطدامبسلطات الحماية. وكانت النتيجة قيام سلطات الحماية بنفيه إلىمدغشقر. وعلى إثر ذلك اندلعت مظاهرات مطالبة بعودته إلى وطنه. وأمام اشتداد حدة المظاهرات، قبلت السلطات الفرنسية بإرجاع السلطان إلى عرشه يوم16 نوفمبر1955. وبعد بضعة شهور تم إعلاناستقلالالمغرب. كان الملك محمد الخامس يكنى: أبا عبد الله.
https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D9%82%D8%A7%D8%A6%D9%85_%D8%A8%D8%A3%D9%85%D8%B1_%D8%A7%D9%84%D9%84%D9%87_%D8%A7%D9%84%D8%B3%D8%B9%D8%AF%D9%8A,ar,أبو عبد الله محمد بن محمد ابن علي بن مخلوف بن زيدانالملقببالقائم بأمر اللهعميدالأسرة السعديةوأول سلطان للمغرب من الأسرة السعدية، حكم بين 1509 - 1517.
